#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA294A
#Date Time: 2025-12-17 02:01:43.265
#Sample rate: 1e+08Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 500 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: -2 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: -2 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 50 Hz
#Period: 20 ms
#Amplitude: 2.5 V
#Offset: 2.5 V
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Enabled
#Mode: Simple
#Type: DC
#Offset: 5 V

Time (s)	Channel 1 (V)	Channel 2 (V)
-3.695190476190477e-05	-0.02586764403670028	5.010796034166929
-3.694190476190476e-05	-0.02216627837682816	5.033078691823198
-3.693190476190476e-05	-0.02586764403670028	5.007082257890891
-3.692190476190477e-05	-0.02586764403670028	5.021937362995057
-3.691190476190477e-05	-0.02216627837682816	5.010796034166929
-3.690190476190476e-05	-0.01846491271695649	5.025651139271108
-3.689190476190476e-05	-0.01846491271695649	5.018223586719019
-3.688190476190477e-05	-0.02586764403669691	5.021937362995062
-3.687190476190477e-05	-0.02956900969657239	5.010796034166929
-3.686190476190477e-05	-0.02586764403670028	5.010796034166929
-3.685190476190476e-05	-0.02956900969657239	5.033078691823198
-3.684190476190476e-05	-0.02586764403669523	5.025651139271107
-3.683190476190477e-05	-0.01476354705708438	5.021937362995064
-3.682190476190477e-05	-0.02216627837682816	5.014509810442974
-3.681190476190476e-05	-0.01846491271695649	5.033078691823198
-3.680190476190476e-05	-0.02216627837682816	5.029364915547156
-3.679190476190477e-05	-0.02216627837682816	5.033078691823197
-3.678190476190477e-05	-0.02216627837682816	5.036792468099243
-3.677190476190476e-05	-0.01846491271695649	5.029364915547154
-3.676190476190476e-05	-0.01846491271696659	5.025651139271103
-3.675190476190477e-05	-0.04067310667617818	5.01450981044298
-3.674190476190477e-05	-0.02216627837682816	5.021937362995064
-3.673190476190476e-05	-0.01846491271695649	5.029364915547154
-3.672190476190476e-05	-0.01846491271695649	5.029364915547154
-3.671190476190477e-05	-0.01846491271695649	5.010796034166938
-3.670190476190477e-05	-0.02586764403670028	5.033078691823198
-3.669190476190476e-05	-0.01106218139721227	5.025651139271108
-3.668190476190476e-05	-0.04067310667618829	5.040506244375288
-3.667190476190476e-05	-0.03327037535643733	5.018223586719023
-3.666190476190477e-05	-0.01846491271695649	5.025651139271108
-3.665190476190477e-05	-0.03697174101631617	5.033078691823198
-3.664190476190476e-05	-0.02216627837682816	5.029364915547154
-3.663190476190476e-05	-0.03697174101631449	5.025651139271108
-3.662190476190477e-05	-0.03327037535644575	5.025651139271108
-3.661190476190477e-05	-0.03327037535644406	5.021937362995064
-3.660190476190476e-05	-0.02216627837682816	5.025651139271108
-3.659190476190476e-05	-0.03697174101630608	5.018223586719023
