#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA294A
#Date Time: 2025-12-17 02:28:19.950
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 500 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 2 V/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 10 kHz
#Period: 100 us
#Amplitude: 2.5 V
#Offset: 2.5 V
#Symmetry: 0 %
#Phase: 0 °
#Wavegen Channel 2: Enabled
#Mode: Simple
#Type: DC
#Offset: 5 V

Time (s)	Channel 1 (V)
-0.00258048	4.813573292897523
-0.00257985	4.813573292897523
-0.00257922	4.809871927237651
-0.00257859	4.802469195917909
-0.00257796	4.80617056157778
-0.00257733	4.80617056157778
-0.0025767	4.80617056157778
-0.00257607	4.809871927237651
-0.00257544	4.809871927237651
-0.00257481	4.809871927237651
-0.00257418	4.809871927237651
-0.00257355	4.80617056157778
-0.00257292	4.80617056157778
-0.00257229	4.80617056157778
-0.00257166	4.806170561577781
-0.00257103	4.809871927237651
-0.0025704	4.813573292897523
-0.00256977	4.813573292897523
-0.00256914	4.813573292897523
-0.00256851	4.813573292897521
-0.00256788	4.809871927237651
-0.00256725	4.80617056157778
-0.00256662	4.809871927237651
-0.00256599	4.809871927237651
-0.00256536	4.813573292897523
-0.00256473	4.809871927237653
-0.0025641	4.813573292897523
-0.00256347	4.813573292897523
-0.00256284	4.813573292897523
-0.00256221	4.813573292897523
-0.00256158	4.809871927237651
-0.00256095	4.809871927237651
-0.00256032	4.809871927237651
-0.00255969	4.809871927237651
-0.00255906	4.813573292897523
-0.00255843	4.813573292897523
-0.0025578	4.813573292897523
-0.00255717	4.809871927237651
-0.00255654	4.813573292897523
-0.00255591	4.813573292897523
-0.00255528	4.80617056157778
-0.00255465	4.813573292897519
-0.00255402	4.80617056157778
-0.00255339	4.80617056157778
-0.00255276	4.80617056157778
-0.00255213	4.809871927237651
-0.0025515	4.806170561577781
-0.00255087	4.809871927237651
-0.00255024	4.813573292897523
-0.00254961	4.813573292897523
-0.00254898	4.813573292897523
-0.00254835	4.813573292897523
-0.00254772	4.813573292897523
-0.00254709	4.813573292897523
-0.00254646	4.809871927237653
-0.00254583	4.813573292897523
-0.0025452	4.809871927237651
-0.00254457	4.813573292897521
-0.00254394	4.813573292897523
-0.00254331	4.809871927237651
-0.00254268	4.813573292897521
-0.00254205	4.809871927237651
-0.00254142	4.809871927237651
-0.00254079	4.809871927237651
-0.00254016	4.809871927237651
-0.00253953	4.806170561577781
-0.0025389	4.802469195917907
-0.00253827	4.80617056157778
-0.00253764	4.802469195917909
-0.00253701	4.80617056157778
-0.00253638	4.809871927237651
-0.00253575	4.809871927237651
-0.00253512	4.809871927237651
-0.00253449	4.80617056157778
-0.00253386	4.80617056157778
-0.00253323	4.809871927237651
-0.0025326	4.809871927237651
-0.00253197	4.80617056157778
-0.00253134	4.809871927237651
-0.00253071	4.809871927237651
-0.00253008	4.809871927237651
-0.00252945	4.809871927237651
-0.00252882	4.809871927237651
-0.00252819	4.809871927237651
-0.00252756	4.813573292897521
-0.00252693	4.809871927237651
-0.0025263	4.809871927237651
-0.00252567	4.809871927237651
-0.00252504	4.809871927237651
-0.00252441	4.806170561577783
-0.00252378	4.813573292897523
-0.00252315	4.813573292897523
-0.00252252	4.813573292897523
-0.00252189	4.809871927237651
-0.00252126	4.809871927237651
-0.00252063	4.809871927237651
-0.00252	4.809871927237651
-0.00251937	4.80617056157778
-0.00251874	4.80617056157778
-0.00251811	4.809871927237651
-0.00251748	4.809871927237651
-0.00251685	4.809871927237651
-0.00251622	4.813573292897523
-0.00251559	4.809871927237653
-0.00251496	4.809871927237651
-0.00251433	4.813573292897521
-0.0025137	4.809871927237651
-0.00251307	4.809871927237651
-0.00251244	4.813573292897521
-0.00251181	4.809871927237651
-0.00251118	4.813573292897523
-0.00251055	4.809871927237653
-0.00250992	4.809871927237651
-0.00250929	4.80987192723765
-0.00250866	4.80617056157778
-0.00250803	4.809871927237651
-0.0025074	4.809871927237651
-0.00250677	4.813573292897523
-0.00250614	4.813573292897523
-0.00250551	4.813573292897523
-0.00250488	4.813573292897523
-0.00250425	4.813573292897523
-0.00250362	4.813573292897523
-0.00250299	4.813573292897523
-0.00250236	4.817274658557394
-0.00250173	4.813573292897523
-0.0025011	4.813573292897523
-0.00250047	4.813573292897523
-0.00249984	4.813573292897523
-0.00249921	4.809871927237651
-0.00249858	4.809871927237651
-0.00249795	4.813573292897523
-0.00249732	4.817274658557394
-0.00249669	4.813573292897523
-0.00249606	4.813573292897523
-0.00249543	4.813573292897523
-0.0024948	4.813573292897523
-0.00249417	4.809871927237651
-0.00249354	4.809871927237651
-0.00249291	4.80617056157778
-0.00249228	4.80987192723765
-0.00249165	4.80617056157778
-0.00249102	4.809871927237651
-0.00249039	4.809871927237651
-0.00248976	4.80617056157778
-0.00248913	4.802469195917907
-0.0024885	4.802469195917907
-0.00248787	4.809871927237651
-0.00248724	4.806170561577781
-0.00248661	4.809871927237651
-0.00248598	4.813573292897523
-0.00248535	4.809871927237653
-0.00248472	4.809871927237651
-0.00248409	4.809871927237651
-0.00248346	4.809871927237651
-0.00248283	4.809871927237651
-0.0024822	4.809871927237653
-0.00248157	4.813573292897523
-0.00248094	4.813573292897523
-0.00248031	4.813573292897523
-0.00247968	4.809871927237651
-0.00247905	4.809871927237651
-0.00247842	4.813573292897521
-0.00247779	4.809871927237651
-0.00247716	4.80617056157778
-0.00247653	4.80617056157778
-0.0024759	4.809871927237651
-0.00247527	4.813573292897521
-0.00247464	4.809871927237651
-0.00247401	4.809871927237651
-0.00247338	4.809871927237651
-0.00247275	4.813573292897523
-0.00247212	4.813573292897523
-0.00247149	4.813573292897523
-0.00247086	4.813573292897523
-0.00247023	4.809871927237653
-0.0024696	4.809871927237651
-0.00246897	4.813573292897523
-0.00246834	4.813573292897523
-0.00246771	4.813573292897523
-0.00246708	4.813573292897521
-0.00246645	4.809871927237651
-0.00246582	4.813573292897523
-0.00246519	4.80987192723765
-0.00246456	4.80617056157778
-0.00246393	4.80617056157778
-0.0024633	4.80617056157778
-0.00246267	4.813573292897523
-0.00246204	4.80987192723765
-0.00246141	4.80617056157778
-0.00246078	4.809871927237651
-0.00246015	4.817274658557394
-0.00245952	4.813573292897523
-0.00245889	4.813573292897523
-0.00245826	4.813573292897523
-0.00245763	4.817274658557396
-0.002457	4.813573292897523
-0.00245637	4.809871927237651
-0.00245574	4.80617056157778
-0.00245511	4.802469195917911
-0.00245448	4.809871927237651
-0.00245385	4.813573292897523
-0.00245322	4.820976024217264
-0.00245259	4.813573292897523
-0.00245196	4.813573292897523
-0.00245133	4.813573292897523
-0.0024507	4.809871927237651
-0.00245007	4.809871927237653
-0.00244944	4.813573292897523
-0.00244881	4.813573292897523
-0.00244818	4.817274658557394
-0.00244755	4.813573292897523
-0.00244692	4.809871927237651
-0.00244629	4.809871927237651
-0.00244566	4.809871927237651
-0.00244503	4.813573292897523
-0.0024444	4.813573292897523
-0.00244377	4.817274658557396
-0.00244314	4.809871927237655
-0.00244251	4.813573292897523
-0.00244188	4.813573292897523
-0.00244125	4.813573292897523
-0.00244062	4.809871927237651
-0.00243999	4.809871927237651
-0.00243936	4.809871927237651
-0.00243873	4.809871927237651
-0.0024381	4.813573292897521
-0.00243747	4.813573292897523
-0.00243684	4.813573292897523
-0.00243621	4.809871927237653
-0.00243558	4.809871927237651
-0.00243495	4.80987192723765
-0.00243432	4.80617056157778
-0.00243369	4.817274658557396
-0.00243306	4.809871927237653
-0.00243243	4.813573292897523
-0.0024318	4.817274658557396
-0.00243117	4.817274658557396
-0.00243054	4.817274658557396
-0.00242991	4.813573292897519
-0.00242928	4.80617056157778
-0.00242865	4.813573292897523
-0.00242802	4.817274658557394
-0.00242739	4.813573292897523
-0.00242676	4.813573292897523
-0.00242613	4.809871927237653
-0.0024255	4.809871927237651
-0.00242487	4.80617056157778
-0.00242424	4.80617056157778
-0.00242361	4.80617056157778
-0.00242298	4.806170561577781
-0.00242235	4.809871927237651
-0.00242172	4.802469195917907
-0.00242109	4.806170561577778
-0.00242046	4.80617056157778
-0.00241983	4.809871927237651
-0.0024192	4.813573292897523
-0.00241857	4.809871927237651
-0.00241794	4.809871927237653
-0.00241731	4.813573292897523
-0.00241668	4.809871927237651
-0.00241605	4.806170561577781
-0.00241542	4.809871927237651
-0.00241479	4.813573292897523
-0.00241416	4.813573292897523
-0.00241353	4.813573292897523
-0.0024129	4.813573292897525
-0.00241227	4.817274658557396
-0.00241164	4.813573292897523
-0.00241101	4.809871927237653
-0.00241038	4.809871927237651
-0.00240975	4.80617056157778
-0.00240912	4.80987192723765
-0.00240849	4.813573292897523
-0.00240786	4.80987192723765
-0.00240723	4.80617056157778
-0.0024066	4.80617056157778
-0.00240597	4.80987192723765
-0.00240534	4.80617056157778
-0.00240471	4.809871927237651
-0.00240408	4.809871927237651
-0.00240345	4.809871927237651
-0.00240282	4.813573292897521
-0.00240219	4.809871927237651
-0.00240156	4.80617056157778
-0.00240093	4.80617056157778
-0.0024003	4.809871927237651
-0.00239967	4.809871927237651
-0.00239904	4.809871927237651
-0.00239841	4.80617056157778
-0.00239778	4.80617056157778
-0.00239715	4.80617056157778
-0.00239652	4.809871927237651
-0.00239589	4.80987192723765
-0.00239526	4.80617056157778
-0.00239463	4.809871927237651
-0.002394	4.813573292897521
-0.00239337	4.813573292897523
-0.00239274	4.817274658557394
-0.00239211	4.813573292897523
-0.00239148	4.809871927237651
-0.00239085	4.817274658557392
-0.00239022	4.809871927237651
-0.00238959	4.80617056157778
-0.00238896	4.80987192723765
-0.00238833	4.809871927237651
-0.0023877	4.806170561577783
-0.00238707	4.813573292897523
-0.00238644	4.813573292897523
-0.00238581	4.813573292897521
-0.00238518	4.809871927237651
-0.00238455	4.817274658557396
-0.00238392	4.817274658557396
-0.00238329	4.817274658557396
-0.00238266	4.809871927237651
-0.00238203	4.813573292897523
-0.0023814	4.813573292897523
-0.00238077	4.813573292897523
-0.00238014	4.813573292897523
-0.00237951	4.813573292897523
-0.00237888	4.813573292897523
-0.00237825	4.809871927237651
-0.00237762	4.809871927237651
-0.00237699	4.809871927237651
-0.00237636	4.809871927237651
-0.00237573	4.809871927237653
-0.0023751	4.813573292897523
-0.00237447	4.813573292897523
-0.00237384	4.809871927237653
-0.00237321	4.813573292897523
-0.00237258	4.813573292897523
-0.00237195	4.809871927237653
-0.00237132	4.809871927237651
-0.00237069	4.809871927237653
-0.00237006	4.813573292897523
-0.00236943	4.80617056157778
-0.0023688	4.80987192723765
-0.00236817	4.809871927237651
-0.00236754	4.80617056157778
-0.00236691	4.80987192723765
-0.00236628	4.809871927237651
-0.00236565	4.80987192723765
-0.00236502	4.80617056157778
-0.00236439	4.809871927237651
-0.00236376	4.813573292897525
-0.00236313	4.817274658557396
-0.0023625	4.813573292897523
-0.00236187	4.813573292897523
-0.00236124	4.813573292897523
-0.00236061	4.817274658557394
-0.00235998	4.813573292897523
-0.00235935	4.813573292897523
-0.00235872	4.820976024217265
-0.00235809	4.817274658557396
-0.00235746	4.817274658557396
-0.00235683	4.817274658557396
-0.0023562	4.809871927237651
-0.00235557	4.813573292897523
-0.00235494	4.813573292897523
-0.00235431	4.813573292897523
-0.00235368	4.813573292897523
-0.00235305	4.813573292897523
-0.00235242	4.817274658557396
-0.00235179	4.813573292897525
-0.00235116	4.80617056157778
-0.00235053	4.80617056157778
-0.0023499	4.80617056157778
-0.00234927	4.809871927237651
-0.00234864	4.809871927237653
-0.00234801	4.813573292897523
-0.00234738	4.809871927237651
-0.00234675	4.806170561577781
-0.00234612	4.80617056157778
-0.00234549	4.813573292897523
-0.00234486	4.813573292897523
-0.00234423	4.813573292897523
-0.0023436	4.813573292897525
-0.00234297	4.817274658557396
-0.00234234	4.813573292897523
-0.00234171	4.813573292897523
-0.00234108	4.813573292897523
-0.00234045	4.80617056157778
-0.00233982	4.80987192723765
-0.00233919	4.809871927237651
-0.00233856	4.813573292897525
-0.00233793	4.817274658557396
-0.0023373	4.817274658557396
-0.00233667	4.813573292897525
-0.00233604	4.813573292897523
-0.00233541	4.813573292897523
-0.00233478	4.813573292897523
-0.00233415	4.80617056157778
