#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA294A
#Date Time: 2025-12-17 02:21:19.196
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 500 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 2 V/div Offset: -5 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 5 kHz
#Period: 200 us
#Amplitude: 2.5 V
#Offset: 2.5 V
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Enabled
#Mode: Simple
#Type: DC
#Offset: 5 V

Time (s)	Channel 1 (V)
-0.00258048	12.98569270317704
-0.00257985	12.98569270317704
-0.00257922	12.98199133751717
-0.00257859	12.98199133751717
-0.00257796	12.9782899718573
-0.00257733	12.9782899718573
-0.0025767	12.98199133751717
-0.00257607	12.98939406883692
-0.00257544	12.98199133751717
-0.00257481	12.98199133751717
-0.00257418	12.98569270317704
-0.00257355	12.98569270317704
-0.00257292	12.98199133751717
-0.00257229	12.98199133751717
-0.00257166	12.9782899718573
-0.00257103	12.98199133751717
-0.0025704	12.9782899718573
-0.00256977	12.98199133751717
-0.00256914	12.9782899718573
-0.00256851	12.9782899718573
-0.00256788	12.9782899718573
-0.00256725	12.98199133751717
-0.00256662	12.98569270317704
-0.00256599	12.98569270317704
-0.00256536	12.98569270317704
-0.00256473	12.98939406883691
-0.0025641	12.98939406883692
-0.00256347	12.98569270317704
-0.00256284	12.98199133751717
-0.00256221	12.98199133751717
-0.00256158	12.98199133751717
-0.00256095	12.9782899718573
-0.00256032	12.97458860619743
-0.00255969	12.9782899718573
-0.00255906	12.98199133751717
-0.00255843	12.98199133751717
-0.0025578	12.98569270317704
-0.00255717	12.98569270317704
-0.00255654	12.9782899718573
-0.00255591	12.98199133751717
-0.00255528	12.9782899718573
-0.00255465	12.9782899718573
-0.00255402	12.97458860619743
-0.00255339	12.9782899718573
-0.00255276	12.98199133751717
-0.00255213	12.98199133751717
-0.0025515	12.98199133751717
-0.00255087	12.98199133751717
-0.00255024	12.98569270317704
-0.00254961	12.98199133751717
-0.00254898	12.98199133751717
-0.00254835	12.9782899718573
-0.00254772	12.98199133751717
-0.00254709	12.98199133751717
-0.00254646	12.9782899718573
-0.00254583	12.97458860619743
-0.0025452	12.97458860619743
-0.00254457	12.97458860619743
-0.00254394	12.97458860619743
-0.00254331	12.98199133751717
-0.00254268	12.9782899718573
-0.00254205	12.9782899718573
-0.00254142	12.9782899718573
-0.00254079	12.9782899718573
-0.00254016	12.97458860619743
-0.00253953	12.98199133751717
-0.0025389	12.98199133751717
-0.00253827	12.98199133751717
-0.00253764	12.98199133751717
-0.00253701	12.9782899718573
-0.00253638	12.97458860619743
-0.00253575	12.97458860619743
-0.00253512	12.97458860619743
-0.00253449	12.97458860619743
-0.00253386	12.9782899718573
-0.00253323	12.97458860619743
-0.0025326	12.98199133751717
-0.00253197	12.9782899718573
-0.00253134	12.97458860619743
-0.00253071	12.97458860619743
-0.00253008	12.9782899718573
-0.00252945	12.9782899718573
-0.00252882	12.9782899718573
-0.00252819	12.9782899718573
-0.00252756	12.97458860619743
-0.00252693	12.97088724053756
-0.0025263	12.9782899718573
-0.00252567	12.97088724053756
-0.00252504	12.97088724053756
-0.00252441	12.97458860619743
-0.00252378	12.97458860619743
-0.00252315	12.98199133751717
-0.00252252	12.9782899718573
-0.00252189	12.9782899718573
-0.00252126	12.97458860619743
-0.00252063	12.97458860619743
-0.00252	12.97458860619743
-0.00251937	12.97458860619743
-0.00251874	12.97458860619743
-0.00251811	12.98199133751717
-0.00251748	12.9782899718573
-0.00251685	12.9782899718573
-0.00251622	12.96348450921781
-0.00251559	13.01900499411587
-0.00251496	13.07452547901397
-0.00251433	13.0967336729732
-0.0025137	13.09303230731333
-0.00251307	13.07452547901397
-0.00251244	13.05231728505475
-0.00251181	13.03381045675538
-0.00251118	13.03010909109551
-0.00251055	13.0190049941159
-0.00250992	13.00790089713628
-0.00250929	13.00419953147641
-0.00250866	13.01160226279615
-0.00250803	13.00790089713628
-0.0025074	13.00790089713628
-0.00250677	13.00790089713628
-0.00250614	13.01160226279615
-0.00250551	13.01160226279615
-0.00250488	13.00049816581653
-0.00250425	13.00049816581653
-0.00250362	13.00049816581653
-0.00250299	13.0041995314764
-0.00250236	13.00790089713628
-0.00250173	13.00790089713628
-0.0025011	13.00790089713628
-0.00250047	13.00419953147641
-0.00249984	13.00790089713628
-0.00249921	13.00790089713627
-0.00249858	13.0041995314764
-0.00249795	13.0041995314764
-0.00249732	13.0041995314764
-0.00249669	13.00049816581653
-0.00249606	13.00049816581653
